PARTICIPANT_A	INTERACTION_TYPE	PARTICIPANT_B	INTERACTION_DATA_SOURCE	INTERACTION_PUBMED_ID	PATHWAY_NAMES	MEDIATOR_IDS
AKT1	controls-phosphorylation-of	CDKN1A	PANTHER		Interleukin signaling pathway	panther:STATE_TRANSITION_LEFT__ATP-_p21CIP1-RIGHT__ADP-_p21CIP1-_r44;panther:_CATALYSIS___PKB_r44m1_r44
AKT1	controls-state-change-of	CDKN1A	PANTHER		Interleukin signaling pathway	panther:STATE_TRANSITION_LEFT__ATP-_p21CIP1-RIGHT__ADP-_p21CIP1-_r44;panther:_CATALYSIS___PKB_r44m1_r44
AKT1	controls-phosphorylation-of	CDKN1B	PANTHER		Interleukin signaling pathway	panther:_CATALYSIS___PKB_r45m1_r45;panther:STATE_TRANSITION_LEFT__ATP-_p27KIP1-RIGHT__ADP-_p27KIP1-_r45
AKT1	controls-state-change-of	CDKN1B	PANTHER		Interleukin signaling pathway	panther:_CATALYSIS___PKB_r45m1_r45;panther:STATE_TRANSITION_LEFT__ATP-_p27KIP1-RIGHT__ADP-_p27KIP1-_r45
AKT1	controls-phosphorylation-of	CHUK	PANTHER		Interleukin signaling pathway	panther:STATE_TRANSITION_LEFT__Ikk-_ATP-RIGHT__ADP-_Ikk-_r40;panther:_CATALYSIS___PKB_r40m1_r40
AKT1	controls-state-change-of	CHUK	PANTHER		Interleukin signaling pathway	panther:STATE_TRANSITION_LEFT__Ikk-_ATP-RIGHT__ADP-_Ikk-_r40;panther:_CATALYSIS___PKB_r40m1_r40
AKT1	controls-phosphorylation-of	FOXO3	PANTHER		Interleukin signaling pathway	panther:STATE_TRANSITION_LEFT__ATP-_FKHRL1-RIGHT__ADP-_FKHRL1-_r42;panther:_CATALYSIS___PKB_r42m1_r42
AKT1	controls-state-change-of	FOXO3	PANTHER		Interleukin signaling pathway	panther:STATE_TRANSITION_LEFT__ATP-_FKHRL1-RIGHT__ADP-_FKHRL1-_r42;panther:_CATALYSIS___PKB_r42m1_r42
AKT1	controls-phosphorylation-of	GSK3B	PANTHER		Interleukin signaling pathway	panther:STATE_TRANSITION_LEFT__GSK3-_ATP-RIGHT__ADP-_GSK3-_r36;panther:_CATALYSIS___PKB_r36m1_r36
AKT1	controls-state-change-of	GSK3B	PANTHER		Interleukin signaling pathway	panther:STATE_TRANSITION_LEFT__GSK3-_ATP-RIGHT__ADP-_GSK3-_r36;panther:_CATALYSIS___PKB_r36m1_r36
AKT1	controls-phosphorylation-of	IKBKB	PANTHER		Interleukin signaling pathway	panther:STATE_TRANSITION_LEFT__Ikk-_ATP-RIGHT__ADP-_Ikk-_r40;panther:_CATALYSIS___PKB_r40m1_r40
AKT1	controls-state-change-of	IKBKB	PANTHER		Interleukin signaling pathway	panther:STATE_TRANSITION_LEFT__Ikk-_ATP-RIGHT__ADP-_Ikk-_r40;panther:_CATALYSIS___PKB_r40m1_r40
AKT1	controls-phosphorylation-of	MTOR	PANTHER		Interleukin signaling pathway	panther:STATE_TRANSITION_LEFT__mTOR-_ATP-RIGHT__ADP-_mTOR-_r43;panther:_CATALYSIS___PKB_r43m1_r43
AKT1	controls-state-change-of	MTOR	PANTHER		Interleukin signaling pathway	panther:STATE_TRANSITION_LEFT__mTOR-_ATP-RIGHT__ADP-_mTOR-_r43;panther:_CATALYSIS___PKB_r43m1_r43
AKT1	controls-phosphorylation-of	NOS3	PANTHER		Interleukin signaling pathway	panther:STATE_TRANSITION_LEFT__eNOS-_ATP-RIGHT__ADP-_eNOS-_r41;panther:_CATALYSIS___PKB_r41m1_r41
AKT1	controls-state-change-of	NOS3	PANTHER		Interleukin signaling pathway	panther:STATE_TRANSITION_LEFT__eNOS-_ATP-RIGHT__ADP-_eNOS-_r41;panther:_CATALYSIS___PKB_r41m1_r41
AKT2	controls-phosphorylation-of	CDKN1A	PANTHER		Interleukin signaling pathway	panther:STATE_TRANSITION_LEFT__ATP-_p21CIP1-RIGHT__ADP-_p21CIP1-_r44;panther:_CATALYSIS___PKB_r44m1_r44
AKT2	controls-state-change-of	CDKN1A	PANTHER		Interleukin signaling pathway	panther:STATE_TRANSITION_LEFT__ATP-_p21CIP1-RIGHT__ADP-_p21CIP1-_r44;panther:_CATALYSIS___PKB_r44m1_r44
AKT2	controls-phosphorylation-of	CDKN1B	PANTHER		Interleukin signaling pathway	panther:_CATALYSIS___PKB_r45m1_r45;panther:STATE_TRANSITION_LEFT__ATP-_p27KIP1-RIGHT__ADP-_p27KIP1-_r45
