PARTICIPANT_A	INTERACTION_TYPE	PARTICIPANT_B	INTERACTION_DATA_SOURCE	INTERACTION_PUBMED_ID	PATHWAY_NAMES	MEDIATOR_IDS
AKT2	controls-phosphorylation-of	CHUK	PANTHER		PDGF signaling pathway	panther:_CATALYSIS___PKB_r33m1_r33;panther:STATE_TRANSITION_LEFT__Ikk-_ATP-RIGHT__ADP-_Ikk-_r33
AKT2	controls-state-change-of	CHUK	PANTHER		PDGF signaling pathway	panther:_CATALYSIS___PKB_r33m1_r33;panther:STATE_TRANSITION_LEFT__Ikk-_ATP-RIGHT__ADP-_Ikk-_r33
AKT2	controls-phosphorylation-of	ELP1	PANTHER		PDGF signaling pathway	panther:_CATALYSIS___PKB_r33m1_r33;panther:STATE_TRANSITION_LEFT__Ikk-_ATP-RIGHT__ADP-_Ikk-_r33
AKT2	controls-state-change-of	ELP1	PANTHER		PDGF signaling pathway	panther:_CATALYSIS___PKB_r33m1_r33;panther:STATE_TRANSITION_LEFT__Ikk-_ATP-RIGHT__ADP-_Ikk-_r33
AKT2	controls-phosphorylation-of	GSK3A	PANTHER		PDGF signaling pathway	panther:_CATALYSIS___PKB_r61m1_r61;panther:STATE_TRANSITION_LEFT__GSK3-_ATP-RIGHT__ADP-_GSK3-_r61
AKT2	controls-state-change-of	GSK3A	PANTHER		PDGF signaling pathway	panther:_CATALYSIS___PKB_r61m1_r61;panther:STATE_TRANSITION_LEFT__GSK3-_ATP-RIGHT__ADP-_GSK3-_r61
AKT2	controls-phosphorylation-of	GSK3B	PANTHER		PDGF signaling pathway	panther:_CATALYSIS___PKB_r61m1_r61;panther:STATE_TRANSITION_LEFT__GSK3-_ATP-RIGHT__ADP-_GSK3-_r61
AKT2	controls-state-change-of	GSK3B	PANTHER		PDGF signaling pathway	panther:_CATALYSIS___PKB_r61m1_r61;panther:STATE_TRANSITION_LEFT__GSK3-_ATP-RIGHT__ADP-_GSK3-_r61
AKT2	controls-phosphorylation-of	IKBKB	PANTHER		PDGF signaling pathway	panther:_CATALYSIS___PKB_r33m1_r33;panther:STATE_TRANSITION_LEFT__Ikk-_ATP-RIGHT__ADP-_Ikk-_r33
AKT2	controls-state-change-of	IKBKB	PANTHER		PDGF signaling pathway	panther:_CATALYSIS___PKB_r33m1_r33;panther:STATE_TRANSITION_LEFT__Ikk-_ATP-RIGHT__ADP-_Ikk-_r33
AKT2	controls-phosphorylation-of	NINL	PANTHER		PDGF signaling pathway	panther:_CATALYSIS___PKB_r61m1_r61;panther:STATE_TRANSITION_LEFT__GSK3-_ATP-RIGHT__ADP-_GSK3-_r61
AKT2	controls-state-change-of	NINL	PANTHER		PDGF signaling pathway	panther:_CATALYSIS___PKB_r61m1_r61;panther:STATE_TRANSITION_LEFT__GSK3-_ATP-RIGHT__ADP-_GSK3-_r61
AKT2	controls-phosphorylation-of	NIN	PANTHER		PDGF signaling pathway	panther:_CATALYSIS___PKB_r61m1_r61;panther:STATE_TRANSITION_LEFT__GSK3-_ATP-RIGHT__ADP-_GSK3-_r61
AKT2	controls-state-change-of	NIN	PANTHER		PDGF signaling pathway	panther:_CATALYSIS___PKB_r61m1_r61;panther:STATE_TRANSITION_LEFT__GSK3-_ATP-RIGHT__ADP-_GSK3-_r61
ARAF	controls-phosphorylation-of	MAP2K1	PANTHER		PDGF signaling pathway	panther:STATE_TRANSITION_LEFT__ATP-_MEK-RIGHT__ADP-_MEK-_r22;panther:_CATALYSIS___Raf_r22m1_r22
ARAF	controls-state-change-of	MAP2K1	PANTHER		PDGF signaling pathway	panther:STATE_TRANSITION_LEFT__ATP-_MEK-RIGHT__ADP-_MEK-_r22;panther:_CATALYSIS___Raf_r22m1_r22
ARAF	controls-phosphorylation-of	MAP2K2	PANTHER		PDGF signaling pathway	panther:STATE_TRANSITION_LEFT__ATP-_MEK-RIGHT__ADP-_MEK-_r22;panther:_CATALYSIS___Raf_r22m1_r22
ARAF	controls-state-change-of	MAP2K2	PANTHER		PDGF signaling pathway	panther:STATE_TRANSITION_LEFT__ATP-_MEK-RIGHT__ADP-_MEK-_r22;panther:_CATALYSIS___Raf_r22m1_r22
BRAF	controls-phosphorylation-of	MAP2K1	PANTHER		PDGF signaling pathway	panther:STATE_TRANSITION_LEFT__ATP-_MEK-RIGHT__ADP-_MEK-_r22;panther:_CATALYSIS___Raf_r22m1_r22
BRAF	controls-state-change-of	MAP2K1	PANTHER		PDGF signaling pathway	panther:STATE_TRANSITION_LEFT__ATP-_MEK-RIGHT__ADP-_MEK-_r22;panther:_CATALYSIS___Raf_r22m1_r22
BRAF	controls-phosphorylation-of	MAP2K2	PANTHER		PDGF signaling pathway	panther:STATE_TRANSITION_LEFT__ATP-_MEK-RIGHT__ADP-_MEK-_r22;panther:_CATALYSIS___Raf_r22m1_r22
BRAF	controls-state-change-of	MAP2K2	PANTHER		PDGF signaling pathway	panther:STATE_TRANSITION_LEFT__ATP-_MEK-RIGHT__ADP-_MEK-_r22;panther:_CATALYSIS___Raf_r22m1_r22
GAB1	controls-state-change-of	HRAS	PANTHER		PDGF signaling pathway	panther:_CATALYSIS___Complex__Grb2_Shc__SOS__r20m1_r20;panther:STATE_TRANSITION_LEFT__GTP-_Ras-RIGHT__GDP-_Ras-_r20
GAB1	controls-state-change-of	NRAS	PANTHER		PDGF signaling pathway	panther:_CATALYSIS___Complex__Grb2_Shc__SOS__r20m1_r20;panther:STATE_TRANSITION_LEFT__GTP-_Ras-RIGHT__GDP-_Ras-_r20
GAB1	controls-state-change-of	RAB11B	PANTHER		PDGF signaling pathway	panther:_CATALYSIS___Complex__Grb2_Shc__SOS__r20m1_r20;panther:STATE_TRANSITION_LEFT__GTP-_Ras-RIGHT__GDP-_Ras-_r20
GAB1	controls-state-change-of	RERG	PANTHER		PDGF signaling pathway	panther:_CATALYSIS___Complex__Grb2_Shc__SOS__r20m1_r20;panther:STATE_TRANSITION_LEFT__GTP-_Ras-RIGHT__GDP-_Ras-_r20
GAB1	in-complex-with	SHC1	PANTHER		PDGF signaling pathway	panther:_Complex__Grb2_Shc__SOS__s50_a58_
GAB1	in-complex-with	SHC2	PANTHER		PDGF signaling pathway	panther:_Complex__Grb2_Shc__SOS__s50_a58_
