NODE1	INTERACTION_TYPE	NODE2
AKT1	controls-state-change-of	MAP3K1
AKT2	controls-state-change-of	MAP3K1
AKT3	controls-state-change-of	MAP3K1
ARAF	in-complex-with	HRAS
ARAF	in-complex-with	MAP2K1
ARAF	in-complex-with	MAP2K2
ARAF	in-complex-with	NRAS
BRAF	in-complex-with	HRAS
BRAF	in-complex-with	MAP2K1
BRAF	in-complex-with	MAP2K2
BRAF	in-complex-with	NRAS
CALM1	controls-state-change-of	PPP3CA
CALM1	controls-state-change-of	PPP3CB
CALM1	controls-state-change-of	PPP3CC
CD247	in-complex-with	CD3D
CD247	in-complex-with	CD3E
CD247	in-complex-with	CD3G
CD247	controls-phosphorylation-of	LAT
CD247	controls-state-change-of	LAT
CD247	in-complex-with	ZAP70
CD28	in-complex-with	CD80
CD28	in-complex-with	CD86
CD28	controls-state-change-of	PIK3C3
CD28	controls-state-change-of	PIK3CA
CD28	controls-state-change-of	PIK3CB
CD28	controls-state-change-of	PIK3CD
CD28	controls-state-change-of	PIK3CG
CD28	controls-state-change-of	PIK3R1
CD28	controls-state-change-of	PIK3R2
CD28	controls-state-change-of	PIK3R3
CD3D	in-complex-with	CD3E
CD3D	in-complex-with	CD3G
CD3D	controls-phosphorylation-of	LAT
CD3D	controls-state-change-of	LAT
CD3D	in-complex-with	ZAP70
CD3E	in-complex-with	CD3G
CD3E	controls-phosphorylation-of	LAT
CD3E	controls-state-change-of	LAT
CD3E	in-complex-with	ZAP70
CD3G	controls-phosphorylation-of	LAT
CD3G	controls-state-change-of	LAT
CD3G	in-complex-with	ZAP70
CD80	controls-state-change-of	PIK3C3
CD80	controls-state-change-of	PIK3CA
CD80	controls-state-change-of	PIK3CB
CD80	controls-state-change-of	PIK3CD
CD80	controls-state-change-of	PIK3CG
CD80	controls-state-change-of	PIK3R1
CD80	controls-state-change-of	PIK3R2
CD80	controls-state-change-of	PIK3R3
CD86	controls-state-change-of	PIK3C3
CD86	controls-state-change-of	PIK3CA
CD86	controls-state-change-of	PIK3CB
CD86	controls-state-change-of	PIK3CD
CD86	controls-state-change-of	PIK3CG
CD86	controls-state-change-of	PIK3R1
CD86	controls-state-change-of	PIK3R2
CD86	controls-state-change-of	PIK3R3
CHUK	controls-phosphorylation-of	NFKBIA
CHUK	controls-state-change-of	NFKBIA
CSK	controls-phosphorylation-of	LCK
CSK	controls-state-change-of	LCK
FOS	in-complex-with	JUN
GRAP2	controls-state-change-of	CDC42
GRAP2	controls-state-change-of	HRAS
GRAP2	in-complex-with	LAT
GRAP2	in-complex-with	LCP2
GRAP2	in-complex-with	NCK1
GRAP2	in-complex-with	NCK2
GRAP2	controls-state-change-of	NRAS
GRAP2	in-complex-with	PAK1
GRAP2	in-complex-with	PAK2
GRAP2	in-complex-with	PAK3
GRAP2	in-complex-with	PLCG1
GRAP2	controls-state-change-of	RAC1
GRAP2	in-complex-with	SOS1
GRAP2	in-complex-with	SOS2
GRAP2	in-complex-with	VAV1
GRAP2	in-complex-with	VAV2
GRAP2	in-complex-with	VAV3
HRAS	in-complex-with	MAP2K1
HRAS	in-complex-with	MAP2K2
HRAS	in-complex-with	RAF1
IKBKB	controls-phosphorylation-of	NFKBIA
IKBKB	controls-state-change-of	NFKBIA
ITPR1	controls-state-change-of	CALM1
LAT	controls-state-change-of	CDC42
LAT	controls-state-change-of	HRAS
LAT	in-complex-with	LCP2
LAT	in-complex-with	NCK1
LAT	in-complex-with	NCK2
LAT	controls-state-change-of	NRAS
LAT	in-complex-with	PAK1
LAT	in-complex-with	PAK2
LAT	in-complex-with	PAK3
LAT	in-complex-with	PLCG1
LAT	controls-state-change-of	RAC1
LAT	in-complex-with	SOS1
LAT	in-complex-with	SOS2
LAT	in-complex-with	VAV1
LAT	in-complex-with	VAV2
LAT	in-complex-with	VAV3
LCK	controls-phosphorylation-of	CD247
LCK	controls-state-change-of	CD247
LCK	controls-phosphorylation-of	CD28
LCK	controls-state-change-of	CD28
LCK	controls-phosphorylation-of	CD3D
LCK	controls-state-change-of	CD3D
LCK	controls-phosphorylation-of	CD3E
LCK	controls-state-change-of	CD3E
LCK	controls-phosphorylation-of	CD3G
LCK	controls-state-change-of	CD3G
LCK	controls-state-change-of	CD80
LCK	controls-state-change-of	CD86
LCK	controls-phosphorylation-of	ZAP70
LCK	controls-state-change-of	ZAP70
LCP2	controls-state-change-of	CDC42
LCP2	controls-state-change-of	HRAS
LCP2	in-complex-with	NCK1
LCP2	in-complex-with	NCK2
LCP2	controls-state-change-of	NRAS
LCP2	in-complex-with	PAK1
LCP2	in-complex-with	PAK2
LCP2	in-complex-with	PAK3
LCP2	in-complex-with	PLCG1
LCP2	controls-state-change-of	RAC1
LCP2	in-complex-with	SOS1
LCP2	in-complex-with	SOS2
LCP2	in-complex-with	VAV1
LCP2	in-complex-with	VAV2
LCP2	in-complex-with	VAV3
MAP2K1	controls-phosphorylation-of	MAPK1
MAP2K1	controls-state-change-of	MAPK1
MAP2K1	controls-phosphorylation-of	MAPK3
MAP2K1	controls-state-change-of	MAPK3
MAP2K1	in-complex-with	NRAS
MAP2K1	in-complex-with	RAF1
MAP2K2	controls-phosphorylation-of	MAPK1
MAP2K2	controls-state-change-of	MAPK1
MAP2K2	controls-phosphorylation-of	MAPK3
MAP2K2	controls-state-change-of	MAPK3
MAP2K2	in-complex-with	NRAS
MAP2K2	in-complex-with	RAF1
MAP3K1	controls-phosphorylation-of	MAPK8
MAP3K1	controls-state-change-of	MAPK8
MAP3K1	controls-phosphorylation-of	MAPK9
MAP3K1	controls-state-change-of	MAPK9
MAPK1	controls-state-change-of	FOS
MAPK1	controls-state-change-of	JUN
MAPK3	controls-state-change-of	FOS
MAPK3	controls-state-change-of	JUN
MAPK8	controls-phosphorylation-of	JUN
MAPK8	controls-state-change-of	JUN
MAPK9	controls-phosphorylation-of	JUN
MAPK9	controls-state-change-of	JUN
NCK1	controls-state-change-of	CDC42
NCK1	in-complex-with	PAK1
NCK1	in-complex-with	PAK2
NCK1	in-complex-with	PAK3
NCK1	controls-state-change-of	RAC1
NCK1	in-complex-with	VAV1
NCK1	in-complex-with	VAV2
NCK1	in-complex-with	VAV3
NCK2	controls-state-change-of	CDC42
NCK2	in-complex-with	PAK1
NCK2	in-complex-with	PAK2
NCK2	in-complex-with	PAK3
NCK2	controls-state-change-of	RAC1
NCK2	in-complex-with	VAV1
NCK2	in-complex-with	VAV2
NCK2	in-complex-with	VAV3
NRAS	in-complex-with	RAF1
PAK1	in-complex-with	RAC1
PAK1	in-complex-with	VAV1
PAK1	in-complex-with	VAV2
PAK1	in-complex-with	VAV3
PAK2	in-complex-with	RAC1
PAK2	in-complex-with	VAV1
PAK2	in-complex-with	VAV2
PAK2	in-complex-with	VAV3
PAK3	in-complex-with	RAC1
PAK3	in-complex-with	VAV1
PAK3	in-complex-with	VAV2
PAK3	in-complex-with	VAV3
PIK3C3	catalysis-precedes	PIK3CA
PIK3C3	catalysis-precedes	PIK3CB
PIK3C3	catalysis-precedes	PIK3CD
PIK3C3	catalysis-precedes	PIK3CG
PIK3C3	catalysis-precedes	PIK3R1
PIK3C3	catalysis-precedes	PIK3R2
PIK3C3	catalysis-precedes	PIK3R3
PIK3C3	catalysis-precedes	PLCG1
PIK3CA	catalysis-precedes	PIK3C3
PIK3CA	catalysis-precedes	PIK3CB
PIK3CA	catalysis-precedes	PIK3CD
PIK3CA	catalysis-precedes	PIK3CG
PIK3CA	catalysis-precedes	PIK3R1
PIK3CA	catalysis-precedes	PIK3R2
PIK3CA	catalysis-precedes	PIK3R3
PIK3CA	catalysis-precedes	PLCG1
PIK3CB	catalysis-precedes	PIK3C3
PIK3CB	catalysis-precedes	PIK3CA
