From	Entry	Entry Name
ENSG00000179922	Q8NCA9	ZN784_HUMAN
ENSG00000185730	Q9H7X3	ZN696_HUMAN
ENSG00000131264	O14627	CDX4_HUMAN
ENSG00000198081	O43829	ZBT14_HUMAN
ENSG00000009950	Q9NP71	MLXPL_HUMAN
ENSG00000153896	Q96NL3	ZN599_HUMAN
ENSG00000172468	Q96LI6	HSFY1_HUMAN
ENSG00000184828	A1YPR0	ZBT7C_HUMAN
ENSG00000180787	Q96NJ6	ZFP3_HUMAN
ENSG00000109381	Q15723	ELF2_HUMAN
ENSG00000066136	Q13952	NFYC_HUMAN
ENSG00000147118	P17025	ZN182_HUMAN
ENSG00000138136	P52954	LBX1_HUMAN
ENSG00000197576	Q00056	HXA4_HUMAN
ENSG00000041988	Q8WTV1	THAP3_HUMAN
ENSG00000125798	Q9Y261	FOXA2_HUMAN
ENSG00000181007	Q8N141	ZFP82_HUMAN
ENSG00000125285	Q9Y651	SOX21_HUMAN
ENSG00000177463	P49116	NR2C2_HUMAN
ENSG00000187607	Q9HBT8	Z286A_HUMAN
ENSG00000188816	A2RU54	HMX2_HUMAN
ENSG00000204920	Q12901	ZN155_HUMAN
ENSG00000197008	P52744	ZN138_HUMAN
ENSG00000136944	O60663	LMX1B_HUMAN
ENSG00000175727	Q9HAP2	MLXIP_HUMAN
ENSG00000181827	Q2KHR2	RFX7_HUMAN
ENSG00000267680	Q9NZL3	ZN224_HUMAN
ENSG00000083828	Q9NXT0	ZN586_HUMAN
ENSG00000178175	Q8N895	ZN366_HUMAN
ENSG00000177374	Q14526	HIC1_HUMAN
ENSG00000060566	Q68CJ9	CR3L3_HUMAN
ENSG00000204519	Q7Z340	ZN551_HUMAN
ENSG00000008196	Q92481	AP2B_HUMAN
ENSG00000109101	O15353	FOXN1_HUMAN
ENSG00000063515	O15499	GSC2_HUMAN
ENSG00000257923	P39880	CUX1_HUMAN
ENSG00000257923	Q13948	CASP_HUMAN
ENSG00000005513	P57073	SOX8_HUMAN
ENSG00000149136	Q08945	SSRP1_HUMAN
ENSG00000085644	O14771	ZN213_HUMAN
ENSG00000148200	Q15406	NR6A1_HUMAN
ENSG00000214513	A8MTQ0	NOTO_HUMAN
ENSG00000128000	Q9Y6R6	Z780B_HUMAN
ENSG00000067066	P23497	SP100_HUMAN
ENSG00000173451	Q9H0W7	THAP2_HUMAN
ENSG00000088876	Q6P1L6	ZN343_HUMAN
ENSG00000152977	Q15915	ZIC1_HUMAN
ENSG00000139083	P41212	ETV6_HUMAN
ENSG00000172201	P47928	ID4_HUMAN
ENSG00000187792	Q9UC06	ZNF70_HUMAN
ENSG00000203326	Q8N782	ZN525_HUMAN
ENSG00000130675	P50219	MNX1_HUMAN
ENSG00000165643	Q5JUK2	SOLH1_HUMAN
ENSG00000268696	P0DPD5	ZN723_HUMAN
ENSG00000153560	Q9NZI7	UBIP1_HUMAN
ENSG00000130711	Q9H4Q4	PRD12_HUMAN
ENSG00000177311	Q8NAP3	ZBT38_HUMAN
ENSG00000065029	P36508	ZNF76_HUMAN
ENSG00000198839	Q9NRM2	ZN277_HUMAN
ENSG00000096401	Q99459	CDC5L_HUMAN
ENSG00000165030	Q16649	NFIL3_HUMAN
ENSG00000175395	P17030	ZNF25_HUMAN
ENSG00000179965	Q7L3S4	ZN771_HUMAN
ENSG00000108175	Q9ULJ6	ZMIZ1_HUMAN
ENSG00000101076	P41235	HNF4A_HUMAN
ENSG00000100625	Q9UIU6	SIX4_HUMAN
ENSG00000178338	Q96LW1	Z354B_HUMAN
ENSG00000249709	Q8TBZ8	ZN564_HUMAN
ENSG00000152467	Q8NBB4	ZSCA1_HUMAN
ENSG00000174282	Q9P1Z0	ZBTB4_HUMAN
ENSG00000143178	O60806	TBX19_HUMAN
ENSG00000128709	P28356	HXD9_HUMAN
ENSG00000148737	Q9NQB0	TF7L2_HUMAN
ENSG00000197279	P49910	ZN165_HUMAN
ENSG00000198298	Q8NCK3	ZN485_HUMAN
ENSG00000109320	P19838	NFKB1_HUMAN
ENSG00000160224	O43918	AIRE_HUMAN
ENSG00000166454	O43313	ATMIN_HUMAN
ENSG00000113716	Q12766	HMGX3_HUMAN
ENSG00000157429	P17023	ZNF19_HUMAN
ENSG00000256463	Q9BXA9	SALL3_HUMAN
ENSG00000171476	Q9BPY8	HOP_HUMAN
ENSG00000147117	P51786	ZN157_HUMAN
ENSG00000006194	O14978	ZN263_HUMAN
ENSG00000253831	Q6ZN32	ETV3L_HUMAN
ENSG00000138738	Q9NQX1	PRDM5_HUMAN
ENSG00000152804	Q03014	HHEX_HUMAN
ENSG00000173041	Q8NEM1	ZN680_HUMAN
ENSG00000006377	P56179	DLX6_HUMAN
ENSG00000143032	Q9NY43	BARH2_HUMAN
ENSG00000196693	Q06732	ZN33B_HUMAN
ENSG00000188227	Q6ZN11	ZN793_HUMAN
ENSG00000196460	Q6ZV50	RFX8_HUMAN
ENSG00000197647	Q8N7K0	ZN433_HUMAN
ENSG00000169951	Q96H86	ZN764_HUMAN
ENSG00000185122	Q00613	HSF1_HUMAN
ENSG00000184677	Q9NUA8	ZBT40_HUMAN
ENSG00000081059	P36402	TCF7_HUMAN
ENSG00000131849	P52740	ZN132_HUMAN
ENSG00000102349	O95600	KLF8_HUMAN
ENSG00000214336	A8MTJ6	FOXI3_HUMAN
ENSG00000122859	Q9Y4Z2	NGN3_HUMAN
ENSG00000276644	Q9UI36	DACH1_HUMAN
ENSG00000240445	A0A2Z4LIS9	FXO3B_HUMAN
ENSG00000165156	Q9UKY1	ZHX1_HUMAN
ENSG00000177683	Q7Z6K1	THAP5_HUMAN
ENSG00000010030	Q9Y603	ETV7_HUMAN
ENSG00000196267	Q6ZNA1	ZN836_HUMAN
ENSG00000141027	O75376	NCOR1_HUMAN
ENSG00000129911	Q9BXK1	KLF16_HUMAN
ENSG00000132005	P22670	RFX1_HUMAN
ENSG00000055609	Q8NEZ4	KMT2C_HUMAN
ENSG00000169957	Q9H5H4	ZN768_HUMAN
ENSG00000213096	O75437	ZN254_HUMAN
ENSG00000126804	Q9Y2K1	ZBTB1_HUMAN
ENSG00000133794	O00327	BMAL1_HUMAN
ENSG00000141448	Q92908	GATA6_HUMAN
ENSG00000128604	Q13568	IRF5_HUMAN
ENSG00000173875	Q3KP31	ZN791_HUMAN
ENSG00000111783	Q33E94	RFX4_HUMAN
ENSG00000091010	Q15319	PO4F3_HUMAN
ENSG00000105856	O60381	HBP1_HUMAN
ENSG00000233608	Q8WVJ9	TWST2_HUMAN
ENSG00000229809	P0C7X2	ZN688_HUMAN
ENSG00000081386	Q9Y2H8	ZN510_HUMAN
ENSG00000187815	Q49AA0	ZFP69_HUMAN
ENSG00000139154	Q6ZN18	AEBP2_HUMAN
ENSG00000124664	O95238	SPDEF_HUMAN
ENSG00000197372	Q8TD23	ZN675_HUMAN
ENSG00000152475	Q96EG3	ZN837_HUMAN
ENSG00000176887	P35716	SOX11_HUMAN
ENSG00000213020	Q8N823	ZN611_HUMAN
ENSG00000197016	Q6ECI4	ZN470_HUMAN
ENSG00000069667	P35398	RORA_HUMAN
ENSG00000141644	Q9UIS9	MBD1_HUMAN
ENSG00000123307	Q9HD90	NDF4_HUMAN
ENSG00000124613	Q9UJN7	ZN391_HUMAN
ENSG00000071655	O95983	MBD3_HUMAN
ENSG00000124827	O75603	GCM2_HUMAN
ENSG00000204779	Q5VV16	FX4L5_HUMAN
ENSG00000136866	Q9Y6Q3	ZFP37_HUMAN
ENSG00000185947	Q14586	ZN267_HUMAN
ENSG00000125492	Q9BZE3	BARH1_HUMAN
ENSG00000185960	O15266	SHOX_HUMAN
ENSG00000151322	Q8IXF0	NPAS3_HUMAN
ENSG00000197385	A6NHJ4	ZN860_HUMAN
ENSG00000230797	O15391	TYY2_HUMAN
ENSG00000164600	Q96NK8	NDF6_HUMAN
ENSG00000143578	Q8TEY5	CR3L4_HUMAN
ENSG00000169981	P13682	ZNF35_HUMAN
ENSG00000166268	Q96LU7	MRFL_HUMAN
ENSG00000114861	Q9H334	FOXP1_HUMAN
ENSG00000112658	P11831	SRF_HUMAN
ENSG00000245848	P49715	CEBPA_HUMAN
ENSG00000144355	P56177	DLX1_HUMAN
ENSG00000131910	Q15466	NR0B2_HUMAN
ENSG00000116132	P54821	PRRX1_HUMAN
ENSG00000135457	Q12800	TFCP2_HUMAN
ENSG00000100426	O75132	ZBED4_HUMAN
ENSG00000146592	Q02930	CREB5_HUMAN
ENSG00000185669	Q3KNW1	SNAI3_HUMAN
ENSG00000179111	Q9BYE0	HES7_HUMAN
ENSG00000129514	P55317	FOXA1_HUMAN
ENSG00000168286	Q96EK4	THA11_HUMAN
ENSG00000107187	Q9UBR4	LHX3_HUMAN
ENSG00000249961	Q8NA31	TERB1_HUMAN
ENSG00000182903	Q8TF20	ZN721_HUMAN
ENSG00000160094	Q5T0B9	ZN362_HUMAN
ENSG00000197360	A6NK75	ZNF98_HUMAN
ENSG00000102034	Q99607	ELF4_HUMAN
ENSG00000182986	A2RRD8	ZN320_HUMAN
ENSG00000213973	A8MXY4	ZNF99_HUMAN
ENSG00000171786	Q02575	HEN1_HUMAN
ENSG00000197063	O15525	MAFG_HUMAN
ENSG00000101665	O15105	SMAD7_HUMAN
ENSG00000178935	Q9H707	ZN552_HUMAN
ENSG00000198538	P17035	ZNF28_HUMAN
ENSG00000204335	Q6BEB4	SP5_HUMAN
ENSG00000196417	Q7L2R6	ZN765_HUMAN
ENSG00000163795	Q8N8E2	ZN513_HUMAN
ENSG00000149480	O94776	MTA2_HUMAN
ENSG00000123358	P22736	NR4A1_HUMAN
ENSG00000177468	Q7RTU3	OLIG3_HUMAN
ENSG00000157554	P11308	ERG_HUMAN
ENSG00000205927	Q13516	OLIG2_HUMAN
ENSG00000123933	Q14582	MAD4_HUMAN
ENSG00000128645	Q9GZZ0	HXD1_HUMAN
ENSG00000203883	P35713	SOX18_HUMAN
ENSG00000105672	O00321	ETV2_HUMAN
ENSG00000204524	Q5CZA5	ZN805_HUMAN
ENSG00000215343	P0CH99	Z705D_HUMAN
ENSG00000181894	Q86UD4	ZN329_HUMAN
ENSG00000092607	Q96SF7	TBX15_HUMAN
ENSG00000123405	Q16621	NFE2_HUMAN
ENSG00000131848	Q9BUG6	ZSA5A_HUMAN
ENSG00000162419	Q9Y692	GMEB1_HUMAN
ENSG00000196652	Q9Y2L8	ZKSC5_HUMAN
ENSG00000272602	Q8IYB9	ZN595_HUMAN
ENSG00000119725	Q86VK4	ZN410_HUMAN
ENSG00000162992	Q13562	NDF1_HUMAN
ENSG00000164330	Q9UH73	COE1_HUMAN
ENSG00000204231	P28702	RXRB_HUMAN
ENSG00000143355	Q9NQ69	LHX9_HUMAN
ENSG00000117000	Q13129	RLF_HUMAN
ENSG00000178229	Q08ER8	ZN543_HUMAN
ENSG00000257446	C9JN71	ZN878_HUMAN
ENSG00000124813	Q13950	RUNX2_HUMAN
ENSG00000166188	Q9P2F9	ZN319_HUMAN
ENSG00000161298	Q96SR6	ZN382_HUMAN
ENSG00000147421	Q6NT76	HMBX1_HUMAN
ENSG00000087903	P48378	RFX2_HUMAN
ENSG00000162599	Q12857	NFIA_HUMAN
ENSG00000106261	P17029	ZKSC1_HUMAN
ENSG00000182111	A6NP11	ZN716_HUMAN
ENSG00000135100	P20823	HNF1A_HUMAN
ENSG00000170365	Q15797	SMAD1_HUMAN
ENSG00000141646	Q13485	SMAD4_HUMAN
ENSG00000196152	Q15937	ZNF79_HUMAN
ENSG00000165702	Q5VTD9	GFI1B_HUMAN
ENSG00000235109	Q96LW9	ZSC31_HUMAN
ENSG00000143365	P51449	RORG_HUMAN
ENSG00000183770	P58012	FOXL2_HUMAN
ENSG00000187634	Q96NU1	SAM11_HUMAN
ENSG00000196110	Q32M78	ZN699_HUMAN
ENSG00000131196	O95644	NFAC1_HUMAN
ENSG00000149948	P52926	HMGA2_HUMAN
ENSG00000197921	Q5TA89	HES5_HUMAN
ENSG00000204514	B7Z6K7	ZN814_HUMAN
ENSG00000132604	Q15554	TERF2_HUMAN
ENSG00000167766	P51522	ZNF83_HUMAN
ENSG00000174255	P51504	ZNF80_HUMAN
ENSG00000181690	Q6DJT9	PLAG1_HUMAN
ENSG00000062370	Q9UJU3	ZN112_HUMAN
ENSG00000181315	Q6U7Q0	ZN322_HUMAN
ENSG00000176399	Q5VZB9	DMRTA_HUMAN
ENSG00000256087	O94892	ZN432_HUMAN
ENSG00000118620	Q9H8G1	ZN430_HUMAN
ENSG00000189079	Q68CP9	ARID2_HUMAN
ENSG00000188095	Q0VG99	MESP2_HUMAN
ENSG00000172346	Q9Y534	CSDC2_HUMAN
ENSG00000197619	Q8N8J6	ZN615_HUMAN
ENSG00000164749	Q14541	HNF4G_HUMAN
ENSG00000183072	P52952	NKX25_HUMAN
ENSG00000187140	Q9UJU5	FOXD3_HUMAN
ENSG00000188321	Q9BR84	ZN559_HUMAN
ENSG00000198353	P09017	HXC4_HUMAN
ENSG00000164778	P19622	HME2_HUMAN
ENSG00000179909	Q13106	ZN154_HUMAN
ENSG00000096654	Q99676	ZN184_HUMAN
ENSG00000198556	Q5FWF6	ZN789_HUMAN
ENSG00000171649	Q3SY52	ZIK1_HUMAN
ENSG00000176692	Q99958	FOXC2_HUMAN
ENSG00000181638	Q8N8Y5	ZFP41_HUMAN
ENSG00000213988	Q03938	ZNF90_HUMAN
ENSG00000180035	Q96MX3	ZNF48_HUMAN
ENSG00000171940	O75362	ZN217_HUMAN
ENSG00000129535	P54845	NRL_HUMAN
ENSG00000169155	O43298	ZBT43_HUMAN
ENSG00000260596	Q9UBX2	DUX4_HUMAN
ENSG00000169554	O60315	ZEB2_HUMAN
ENSG00000204611	Q08AN1	ZN616_HUMAN
ENSG00000254004	Q3ZCT1	ZN260_HUMAN
ENSG00000166402	P50607	TUB_HUMAN
ENSG00000007866	Q99594	TEAD3_HUMAN
ENSG00000172888	Q6ZSS3	ZN621_HUMAN
ENSG00000070444	Q99583	MNT_HUMAN
ENSG00000069812	Q9Y543	HES2_HUMAN
ENSG00000173153	P11474	ERR1_HUMAN
ENSG00000196705	Q8TF32	ZN431_HUMAN
ENSG00000185697	P10243	MYBA_HUMAN
ENSG00000173068	Q6ZN30	BNC2_HUMAN
ENSG00000110851	Q9UKN5	PRDM4_HUMAN
ENSG00000180535	Q7RTS1	BHA15_HUMAN
ENSG00000112333	Q9Y466	NR2E1_HUMAN
ENSG00000163909	Q9NQ87	HEYL_HUMAN
ENSG00000156273	O14867	BACH1_HUMAN
ENSG00000118526	O43680	TCF21_HUMAN
ENSG00000198715	Q8WWB7	GLMP_HUMAN
ENSG00000182968	O00570	SOX1_HUMAN
ENSG00000172748	Q8TC21	ZN596_HUMAN
ENSG00000215397	Q9NQ03	SCRT2_HUMAN
ENSG00000204103	Q9Y5Q3	MAFB_HUMAN
ENSG00000125533	Q8NDY6	BHE23_HUMAN
ENSG00000129654	Q92949	FOXJ1_HUMAN
ENSG00000127152	Q9C0K0	BC11B_HUMAN
ENSG00000168505	P52951	GBX2_HUMAN
ENSG00000198039	Q14593	ZN273_HUMAN
ENSG00000005801	O14628	ZN195_HUMAN
ENSG00000006047	Q9Y2T7	YBOX2_HUMAN
ENSG00000137504	Q9NS37	ZHANG_HUMAN
ENSG00000197128	Q68DY9	ZN772_HUMAN
ENSG00000100811	P25490	TYY1_HUMAN
ENSG00000116017	Q99856	ARI3A_HUMAN
ENSG00000106852	Q9UPM6	LHX6_HUMAN
ENSG00000186017	Q969W8	ZN566_HUMAN
ENSG00000111087	P08151	GLI1_HUMAN
ENSG00000196391	Q6NX45	ZN774_HUMAN
ENSG00000137090	Q9Y5R6	DMRT1_HUMAN
ENSG00000032219	P29374	ARI4A_HUMAN
ENSG00000123095	Q9C0J9	BHE41_HUMAN
ENSG00000165821	Q9Y467	SALL2_HUMAN
ENSG00000105996	O43364	HXA2_HUMAN
ENSG00000196498	Q9Y618	NCOR2_HUMAN
ENSG00000236609	P0CG23	ZN853_HUMAN
ENSG00000108813	Q92988	DLX4_HUMAN
ENSG00000197587	Q8NFW5	DMBX1_HUMAN
ENSG00000137203	P05549	AP2A_HUMAN
ENSG00000179059	Q96MM3	ZFP42_HUMAN
ENSG00000164631	P17014	ZNF12_HUMAN
ENSG00000161914	Q96CK0	ZN653_HUMAN
ENSG00000173258	Q8TF39	ZN483_HUMAN
ENSG00000143842	Q9UN79	SOX13_HUMAN
ENSG00000152784	Q9NQV8	PRDM8_HUMAN
ENSG00000005073	P31270	HXA11_HUMAN
ENSG00000164920	Q8N2R0	OSR2_HUMAN
ENSG00000173480	Q8TAU3	ZN417_HUMAN
ENSG00000157557	P15036	ETS2_HUMAN
ENSG00000168152	Q9H5L6	THAP9_HUMAN
ENSG00000196132	Q01538	MYT1_HUMAN
ENSG00000149054	Q9UL58	ZN215_HUMAN
ENSG00000109787	P57682	KLF3_HUMAN
ENSG00000132170	P37231	PPARG_HUMAN
ENSG00000118263	O75840	KLF7_HUMAN
ENSG00000214717	O96006	ZBED1_HUMAN
ENSG00000126603	Q9BZE0	GLIS2_HUMAN
ENSG00000173917	P14652	HXB2_HUMAN
ENSG00000197905	Q15561	TEAD4_HUMAN
ENSG00000176009	Q9NQ33	ASCL3_HUMAN
ENSG00000176256	Q8WW32	HMGB4_HUMAN
ENSG00000178187	Q8N9F8	ZN454_HUMAN
ENSG00000164104	P26583	HMGB2_HUMAN
ENSG00000124232	Q9UBG7	RBPJL_HUMAN
ENSG00000115844	Q07687	DLX2_HUMAN
ENSG00000136770	Q96KC8	DNJC1_HUMAN
ENSG00000170374	Q8TDD2	SP7_HUMAN
ENSG00000197124	O95780	ZN682_HUMAN
ENSG00000138795	Q9UJU2	LEF1_HUMAN
ENSG00000178573	O75444	MAF_HUMAN
ENSG00000025434	Q13133	NR1H3_HUMAN
ENSG00000183647	Q6P9A1	ZN530_HUMAN
ENSG00000093167	Q9Y608	LRRF2_HUMAN
ENSG00000213347	Q9BW11	MAD3_HUMAN
ENSG00000182318	P10073	ZSC22_HUMAN
ENSG00000106571	P10071	GLI3_HUMAN
ENSG00000119614	P58304	VSX2_HUMAN
ENSG00000180257	Q0VGE8	ZN816_HUMAN
ENSG00000113916	P41182	BCL6_HUMAN
ENSG00000196453	Q9ULD5	ZN777_HUMAN
ENSG00000105732	Q6ZN55	ZN574_HUMAN
ENSG00000164011	Q5VV52	ZN691_HUMAN
ENSG00000185591	P08047	SP1_HUMAN
ENSG00000126733	Q96NX9	DACH2_HUMAN
ENSG00000159263	Q14190	SIM2_HUMAN
ENSG00000134317	Q9NZI5	GRHL1_HUMAN
ENSG00000197044	Q8N8Z8	ZN441_HUMAN
ENSG00000197566	Q9P2J8	ZN624_HUMAN
ENSG00000123411	Q9H2S9	IKZF4_HUMAN
ENSG00000136169	Q96T68	SETB2_HUMAN
ENSG00000168779	O60902	SHOX2_HUMAN
ENSG00000184058	O43435	TBX1_HUMAN
ENSG00000176371	Q7Z7L9	ZSCA2_HUMAN
ENSG00000146618	Q96RJ6	FER3L_HUMAN
ENSG00000147124	P51814	ZNF41_HUMAN
ENSG00000123364	P31276	HXC13_HUMAN
ENSG00000112246	P81133	SIM1_HUMAN
ENSG00000173039	Q04206	TF65_HUMAN
ENSG00000187772	Q6ZN17	LN28B_HUMAN
ENSG00000140836	Q15911	ZFHX3_HUMAN
ENSG00000171448	Q9HCK0	ZBT26_HUMAN
ENSG00000196967	Q6P3V2	Z585A_HUMAN
ENSG00000181444	Q7Z7K2	ZN467_HUMAN
ENSG00000176946	Q8WY91	THAP4_HUMAN
ENSG00000134107	O14503	BHE40_HUMAN
ENSG00000196724	Q8TF45	ZN418_HUMAN
ENSG00000079263	Q13342	SP140_HUMAN
ENSG00000229544	Q9UD57	NKX12_HUMAN
ENSG00000136367	Q9C0A1	ZFHX2_HUMAN
ENSG00000001167	P23511	NFYA_HUMAN
ENSG00000111249	O14529	CUX2_HUMAN
ENSG00000167785	Q96NG5	ZN558_HUMAN
ENSG00000214022	Q9BWE0	REPI1_HUMAN
ENSG00000131931	Q9NVV9	THAP1_HUMAN
ENSG00000213999	Q02080	MEF2B_HUMAN
ENSG00000101115	Q9UJQ4	SALL4_HUMAN
ENSG00000011590	Q9Y2Y4	ZBT32_HUMAN
ENSG00000083812	O75467	Z324A_HUMAN
ENSG00000102554	Q13887	KLF5_HUMAN
ENSG00000171056	Q9BT81	SOX7_HUMAN
ENSG00000108509	O94983	CMTA2_HUMAN
ENSG00000060138	P16989	YBOX3_HUMAN
ENSG00000106038	P49640	EVX1_HUMAN
ENSG00000120094	P14653	HXB1_HUMAN
ENSG00000105750	Q03923	ZNF85_HUMAN
ENSG00000008083	Q92833	JARD2_HUMAN
ENSG00000167034	Q99801	NKX31_HUMAN
ENSG00000102908	O94916	NFAT5_HUMAN
ENSG00000187801	Q9UJL9	ZF69B_HUMAN
ENSG00000167840	Q9UNY5	ZN232_HUMAN
ENSG00000068323	P19532	TFE3_HUMAN
ENSG00000074047	P10070	GLI2_HUMAN
ENSG00000116035	Q9UIW0	VAX2_HUMAN
ENSG00000183850	Q6ZMV8	ZN730_HUMAN
ENSG00000120693	O15198	SMAD9_HUMAN
ENSG00000204304	P40425	PBX2_HUMAN
ENSG00000169136	Q9Y2D1	ATF5_HUMAN
ENSG00000064218	Q9NQL9	DMRT3_HUMAN
ENSG00000213967	A6NNF4	ZN726_HUMAN
ENSG00000167377	P17027	ZNF23_HUMAN
ENSG00000168795	O15062	ZBTB5_HUMAN
ENSG00000277462	Q9BS34	ZN670_HUMAN
ENSG00000134532	P35711	SOX5_HUMAN
ENSG00000245680	Q52M93	Z585B_HUMAN
ENSG00000170370	Q04743	EMX2_HUMAN
ENSG00000107249	Q8NEA6	GLIS3_HUMAN
ENSG00000165606	A6NNA5	DRGX_HUMAN
ENSG00000135547	Q9UBP5	HEY2_HUMAN
ENSG00000156853	Q96CS4	ZN689_HUMAN
ENSG00000012504	Q96RI1	NR1H4_HUMAN
ENSG00000113387	P53999	TCP4_HUMAN
ENSG00000268041	A0A1W2PQ73	ERFL_HUMAN
ENSG00000141040	Q9HBT7	ZN287_HUMAN
ENSG00000143190	P14859	PO2F1_HUMAN
ENSG00000242852	Q8N972	ZN709_HUMAN
ENSG00000167771	Q8IZ40	RCOR2_HUMAN
ENSG00000142599	Q9P2R6	RERE_HUMAN
ENSG00000111046	P23409	MYF6_HUMAN
ENSG00000115112	Q9NZI6	TF2L1_HUMAN
ENSG00000198160	Q8N108	MIER1_HUMAN
ENSG00000187079	P28347	TEAD1_HUMAN
ENSG00000171970	Q68EA5	ZNF57_HUMAN
ENSG00000114853	Q9UFB7	ZBT47_HUMAN
ENSG00000130544	Q8N988	ZN557_HUMAN
ENSG00000196757	Q9H0M5	ZN700_HUMAN
ENSG00000131759	P10276	RARA_HUMAN
ENSG00000135373	Q9NZC4	EHF_HUMAN
ENSG00000121413	Q8TBC5	ZSC18_HUMAN
ENSG00000185252	Q16587	ZNF74_HUMAN
ENSG00000064933	P54277	PMS1_HUMAN
ENSG00000172262	P52739	ZN131_HUMAN
ENSG00000103449	Q9NSC2	SALL1_HUMAN
ENSG00000180613	Q9BZM3	GSX2_HUMAN
ENSG00000171956	Q99853	FOXB1_HUMAN
ENSG00000204859	P10074	TZAP_HUMAN
ENSG00000184492	Q9NU39	FX4L1_HUMAN
ENSG00000269067	P0DKX0	ZN728_HUMAN
ENSG00000165244	Q7RTV3	ZN367_HUMAN
ENSG00000197841	Q2M3W8	ZN181_HUMAN
ENSG00000076108	Q9UIF9	BAZ2A_HUMAN
ENSG00000197951	Q9NQZ8	ZNF71_HUMAN
ENSG00000172818	O14753	OVOL1_HUMAN
ENSG00000113430	P78413	IRX4_HUMAN
ENSG00000084093	Q13127	REST_HUMAN
ENSG00000196793	Q16600	ZN239_HUMAN
ENSG00000186350	P19793	RXRA_HUMAN
ENSG00000112365	O43167	ZBT24_HUMAN
ENSG00000102870	Q9UEG4	ZN629_HUMAN
ENSG00000180855	Q9Y2A4	ZN443_HUMAN
ENSG00000124831	Q32MZ4	LRRF1_HUMAN
ENSG00000196081	A8MTY0	ZN724_HUMAN
ENSG00000128272	P18848	ATF4_HUMAN
ENSG00000215356	P0CI00	Z705B_HUMAN
ENSG00000205250	Q16254	E2F4_HUMAN
ENSG00000095794	Q03060	CREM_HUMAN
ENSG00000126003	Q9UPG8	PLAL2_HUMAN
ENSG00000256229	Q96H40	ZN486_HUMAN
ENSG00000106331	O43316	PAX4_HUMAN
ENSG00000261787	Q7RTU0	TCF24_HUMAN
ENSG00000174586	Q6ZNH5	ZN497_HUMAN
ENSG00000178919	O00358	FOXE1_HUMAN
ENSG00000283463	A0A1B0GTS1	HSFX4_HUMAN
ENSG00000196378	Q8IZ26	ZNF34_HUMAN
ENSG00000220201	P0C6A0	ZGLP1_HUMAN
ENSG00000188785	Q8NEK5	ZN548_HUMAN
ENSG00000198939	Q6ZN57	ZFP2_HUMAN
ENSG00000213793	P0CJ79	ZN888_HUMAN
ENSG00000177732	O15370	SOX12_HUMAN
ENSG00000173545	Q969S3	ZN622_HUMAN
ENSG00000120068	P17481	HXB8_HUMAN
ENSG00000090447	Q01664	TFAP4_HUMAN
ENSG00000186376	P51815	ZN75D_HUMAN
ENSG00000166478	P52747	ZN143_HUMAN
ENSG00000152439	Q6PK81	ZN773_HUMAN
ENSG00000267041	A8MQ14	ZN850_HUMAN
ENSG00000171817	Q8NDQ6	ZN540_HUMAN
ENSG00000162761	Q8TE12	LMX1A_HUMAN
ENSG00000102878	Q9ULV5	HSF4_HUMAN
ENSG00000071564	P15923	TFE2_HUMAN
ENSG00000169016	O75461	E2F6_HUMAN
ENSG00000166526	P17036	ZNF3_HUMAN
ENSG00000169946	Q8WW38	FOG2_HUMAN
ENSG00000119042	Q9UPW6	SATB2_HUMAN
ENSG00000176165	P55316	FOXG1_HUMAN
ENSG00000144485	Q96HZ4	HES6_HUMAN
ENSG00000204532	A6NGD5	ZSA5C_HUMAN
ENSG00000100105	Q9HBE1	PATZ1_HUMAN
ENSG00000162086	Q96N20	ZN75A_HUMAN
ENSG00000116990	P12524	MYCL_HUMAN
ENSG00000196350	A6NN14	ZN729_HUMAN
ENSG00000117625	Q9P2K3	RCOR3_HUMAN
ENSG00000163435	P78545	ELF3_HUMAN
ENSG00000154957	P17022	ZNF18_HUMAN
ENSG00000197362	Q8N393	ZN786_HUMAN
ENSG00000142556	Q8N883	ZN614_HUMAN
ENSG00000167800	O75333	TBX10_HUMAN
ENSG00000223614	P0CB33	ZN735_HUMAN
ENSG00000181666	P10072	ZN875_HUMAN
ENSG00000101216	Q9UKD1	GMEB2_HUMAN
ENSG00000171469	Q8N587	ZN561_HUMAN
ENSG00000197472	Q8IW36	ZN695_HUMAN
ENSG00000250571	P10075	GLI4_HUMAN
ENSG00000095951	P15822	ZEP1_HUMAN
ENSG00000274349	Q5TYW1	ZN658_HUMAN
ENSG00000105229	Q8N2W9	PIAS4_HUMAN
ENSG00000107807	P31314	TLX1_HUMAN
ENSG00000185668	Q03052	PO3F1_HUMAN
ENSG00000135899	Q9HB58	SP110_HUMAN
ENSG00000151623	P08235	MCR_HUMAN
ENSG00000189403	P09429	HMGB1_HUMAN
ENSG00000251247	Q14585	ZN345_HUMAN
ENSG00000075891	Q02962	PAX2_HUMAN
ENSG00000183734	Q99929	ASCL2_HUMAN
ENSG00000105708	P17017	ZNF14_HUMAN
ENSG00000198846	O94900	TOX_HUMAN
ENSG00000189298	Q9BRR0	ZKSC3_HUMAN
ENSG00000197483	Q5EBL2	ZN628_HUMAN
ENSG00000177599	Q8N8L2	ZN491_HUMAN
ENSG00000122691	Q15672	TWST1_HUMAN
ENSG00000156925	O60481	ZIC3_HUMAN
